0,R0,1,3,1,0,0,0,0,0,0,0,0,200,200,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lumber Yard;
1,R1,1,4,1,0,0,0,0,0,0,0,0,200,200,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lumber Yard;
2,R2,1,3,1,0,0,0,0,0,0,0,0,200,200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Pit;
3,R3,1,5,1,0,0,0,0,0,0,0,0,200,200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Pit;
4,R4,1,3,1,0,0,0,0,0,0,0,0,200,200,200,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clay Pool;
5,R5,1,5,1,0,0,0,0,0,0,0,0,200,200,200,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clay Pool;
6,R6,1,3,1,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ore Vein;
7,R7,1,4,1,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ore Vein;
8,R8,1,6,1,0,0,0,0,0,0,0,1,200,200,200,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tree Farm;
9,R9,1,4,1,0,0,0,0,0,0,0,1,200,200,200,200,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excavation;
10,R10,1,3,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clay Pit;
11,R11,1,3,1,0,0,0,0,0,0,0,1,200,200,200,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timber Yard;
12,R12,1,5,1,0,0,0,0,0,0,0,1,200,200,200,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forest Cave;
13,R13,1,6,1,0,0,0,0,0,0,0,1,200,200,200,200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mine;
14,R14,1,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Loom;
15,R15,1,6,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Loom;
16,R16,1,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glassworks;
17,R17,1,6,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glassworks;
18,R18,1,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Press;
19,R19,1,6,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Press;
20,C20,1,4,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Pawnshop;
21,C21,1,7,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Pawnshop;
22,C22,1,3,3,0,1,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Baths;
23,C23,1,7,3,0,1,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Baths;
24,C24,1,3,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Altar;
25,C25,1,5,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Altar;
26,C26,1,3,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Theater;
27,C27,1,6,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Theater;
28,CO28,1,4,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,Tavern;
29,CO29,1,5,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,Tavern;
30,CO30,1,7,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,Tavern;
31,CO31,1,3,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,East Trading Post;
32,CO32,1,7,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,East Trading Post;
33,CO33,1,3,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,West Trading Post;
34,CO34,1,7,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,West Trading Post;
35,CO35,1,3,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Marketplace;
36,CO36,1,6,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Marketplace;
37,M37,1,3,5,1,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stockade;
38,M38,1,7,5,1,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stockade;
39,M39,1,3,5,0,0,0,1,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Barracks;
40,M40,1,5,5,0,0,0,1,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Barracks;
41,M41,1,3,5,0,0,1,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Guard Tower;
42,M42,1,4,5,0,0,1,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Guard Tower;
43,S43,1,3,6,0,0,0,0,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apothecary;
44,S44,1,5,6,0,0,0,0,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apothecary;
45,S45,1,3,6,0,0,0,0,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Workshop;
46,S46,1,7,6,0,0,0,0,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Workshop;
47,S47,1,3,6,0,0,0,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Scriptorium;
48,S48,1,4,6,0,0,0,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Scriptorium;
49,R49,2,3,1,0,0,0,0,0,0,0,1,200,200,200,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sawmill;
50,R50,2,4,1,0,0,0,0,0,0,0,1,200,200,200,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sawmill;
51,R51,2,3,1,0,0,0,0,0,0,0,1,200,200,200,200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quarry;
52,R52,2,4,1,0,0,0,0,0,0,0,1,200,200,200,200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quarry;
53,R53,2,3,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brickyard;
54,R54,2,4,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brickyard;
55,R55,2,3,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foundry;
56,R56,2,4,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foundry;
57,R57,2,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Loom;
58,R58,2,5,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Loom;
59,R59,2,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glassworks;
60,R60,2,5,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glassworks;
61,R61,2,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Press;
62,R62,2,5,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Press;
63,C63,2,3,3,0,3,0,0,0,0,0,0,22,23,200,200,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Aquaduct;
64,C64,2,7,3,0,3,0,0,0,0,0,0,22,23,200,200,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Aquaduct;
65,C65,2,3,3,1,0,1,0,1,0,0,0,24,25,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Temple;
66,C66,2,6,3,1,0,1,0,1,0,0,0,24,25,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Temple;
67,C67,2,3,3,1,0,0,2,0,0,0,0,26,27,200,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Statue;
68,C68,2,7,3,1,0,0,2,0,0,0,0,26,27,200,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Statue;
69,C69,2,3,3,0,0,2,0,0,1,0,0,47,48,200,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Courthouse;
70,C70,2,5,3,0,0,2,0,0,1,0,0,47,48,200,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Courthouse;
71,CO71,2,3,4,0,0,2,0,0,0,0,0,31,32,33,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Forum;
72,CO72,2,6,4,0,0,2,0,0,0,0,0,31,32,33,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Forum;
73,CO73,2,7,4,0,0,2,0,0,0,0,0,31,32,33,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Forum;
74,CO74,2,3,4,2,0,0,0,0,0,0,0,35,36,200,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Caravansery;
75,CO75,2,5,4,2,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Caravansery;
76,CO76,2,6,4,2,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Caravansery;
77,CO77,2,3,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Vineyard;
78,CO78,2,6,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Vineyard;
79,CO79,2,4,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,Bazar;
80,CO80,2,7,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,Bazar;
81,M81,2,3,5,0,3,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Walls;
82,M82,2,7,5,0,3,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Walls;
83,M83,2,4,5,1,0,0,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Training Ground;
84,M84,2,6,5,1,0,0,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Training Ground;
85,M85,2,7,5,1,0,0,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Training Ground;
86,M86,2,3,5,1,0,1,1,0,0,0,0,43,44,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Stables;
87,M87,2,5,5,1,0,1,1,0,0,0,0,43,44,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Stables;
88,M88,2,3,5,2,0,0,1,0,0,0,0,45,46,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Archery Range;
89,M89,2,6,5,2,0,0,1,0,0,0,0,45,46,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Archery Range;
90,S90,2,3,6,0,0,0,2,1,0,0,0,43,44,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dispensary;
91,S91,2,4,6,0,0,0,2,1,0,0,0,43,44,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dispensary;
92,S92,2,3,6,0,0,2,0,0,0,1,0,45,46,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Laboratory;
93,S93,2,5,6,0,0,2,0,0,0,1,0,45,46,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Laboratory;
94,S94,2,3,6,0,2,0,0,0,1,0,0,47,48,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Library;
95,S95,2,6,6,0,2,0,0,0,1,0,0,47,48,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Library;
96,S96,2,3,6,1,0,0,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,School;
97,S97,2,7,6,1,0,0,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,School;
98,G98,3,3,7,1,1,1,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Workers Guild;
99,G99,3,8,7,0,2,0,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Craftsmens Guild;
100,G100,3,3,7,0,0,0,0,1,1,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Traders Guild;
101,G101,3,3,7,0,0,3,0,0,1,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philosophers Guild;
102,G102,3,4,7,0,0,3,0,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spies Guild;
103,G103,3,3,7,0,1,0,2,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strategists Guild;
104,G104,3,3,7,3,0,0,0,1,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shipowners Guild;
105,G105,3,5,7,2,0,0,2,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scientists Guild;
106,G106,3,7,7,3,1,0,0,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magistrates Guild;
107,G107,3,6,7,0,2,2,0,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Builders Guild;
108,C108,3,3,3,0,0,2,1,1,1,1,0,65,66,200,200,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Pantheon;
