0,R0,1,3,1,0,0,0,0,0,0,0,0,200,200,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
1,R1,1,4,1,0,0,0,0,0,0,0,0,200,200,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
2,R2,1,3,1,0,0,0,0,0,0,0,0,200,200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
3,R3,1,5,1,0,0,0,0,0,0,0,0,200,200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
4,R4,1,3,1,0,0,0,0,0,0,0,0,200,200,200,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
5,R5,1,5,1,0,0,0,0,0,0,0,0,200,200,200,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
6,R6,1,3,1,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
7,R7,1,4,1,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
8,R8,1,6,1,0,0,0,0,0,0,0,1,200,200,200,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
9,R9,1,4,1,0,0,0,0,0,0,0,1,200,200,200,200,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
10,R10,1,3,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
11,R11,1,3,1,0,0,0,0,0,0,0,1,200,200,200,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
12,R12,1,5,1,0,0,0,0,0,0,0,1,200,200,200,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
13,R13,1,6,1,0,0,0,0,0,0,0,1,200,200,200,200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
14,R14,1,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0;
15,R15,1,6,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0;
16,R16,1,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
17,R17,1,6,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
18,R18,1,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0;
19,R19,1,6,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0;
20,C20,1,4,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0;
21,C21,1,7,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0;
22,C22,1,3,3,0,1,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0;
23,C23,1,7,3,0,1,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0;
24,C24,1,3,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;
25,C25,1,5,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;
26,C26,1,3,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;
27,C27,1,6,3,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0;
28,CO28,1,4,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0;
29,CO29,1,5,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0;
30,CO30,1,7,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0;
31,CO31,1,3,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0;
32,CO32,1,7,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0;
33,CO33,1,3,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0;
34,CO34,1,7,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0;
35,CO35,1,3,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0;
36,CO36,1,6,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0;
37,M37,1,3,5,1,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;
38,M38,1,7,5,1,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;
39,M39,1,3,5,0,0,0,1,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;
40,M40,1,5,5,0,0,0,1,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;
41,M41,1,3,5,0,0,1,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;
42,M42,1,4,5,0,0,1,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;
43,S43,1,3,6,0,0,0,0,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
44,S44,1,5,6,0,0,0,0,0,1,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
45,S45,1,3,6,0,0,0,0,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;
46,S46,1,7,6,0,0,0,0,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;
47,S47,1,3,6,0,0,0,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;
48,S48,1,4,6,0,0,0,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;
49,R49,2,3,1,0,0,0,0,0,0,0,1,200,200,200,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
50,R50,2,4,1,0,0,0,0,0,0,0,1,200,200,200,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
51,R51,2,3,1,0,0,0,0,0,0,0,1,200,200,200,200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
52,R52,2,4,1,0,0,0,0,0,0,0,1,200,200,200,200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
53,R53,2,3,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
54,R54,2,4,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
55,R55,2,3,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
56,R56,2,4,1,0,0,0,0,0,0,0,1,200,200,200,200,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
57,R57,2,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0;
58,R58,2,5,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0;
59,R59,2,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
60,R60,2,5,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
61,R61,2,3,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0;
62,R62,2,5,2,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0;
63,C63,2,3,3,0,3,0,0,0,0,0,0,22,23,200,200,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0;
64,C64,2,7,3,0,3,0,0,0,0,0,0,22,23,200,200,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0;
65,C65,2,3,3,1,0,1,0,1,0,0,0,24,25,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0;
66,C66,2,6,3,1,0,1,0,1,0,0,0,24,25,200,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0;
67,C67,2,3,3,1,0,0,2,0,0,0,0,26,27,200,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0;
68,C68,2,7,3,1,0,0,2,0,0,0,0,26,27,200,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0;
69,C69,2,3,3,0,0,2,0,0,1,0,0,47,48,200,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0;
70,C70,2,5,3,0,0,2,0,0,1,0,0,47,48,200,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0;
71,CO71,2,3,4,0,0,2,0,0,0,0,0,31,32,33,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0;
72,CO72,2,6,4,0,0,2,0,0,0,0,0,31,32,33,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0;
73,CO73,2,7,4,0,0,2,0,0,0,0,0,31,32,33,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0;
74,CO74,2,3,4,2,0,0,0,0,0,0,0,35,36,200,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0;
75,CO75,2,5,4,2,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0;
76,CO76,2,6,4,2,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0;
77,CO77,2,3,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0;
78,CO78,2,6,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0;
79,CO79,2,4,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0;
80,CO80,2,7,4,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0;
81,M81,2,3,5,0,3,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
82,M82,2,7,5,0,3,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
83,M83,2,4,5,1,0,0,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
84,M84,2,6,5,1,0,0,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
85,M85,2,7,5,1,0,0,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
86,M86,2,3,5,1,0,1,1,0,0,0,0,43,44,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
87,M87,2,5,5,1,0,1,1,0,0,0,0,43,44,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
88,M88,2,3,5,2,0,0,1,0,0,0,0,45,46,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
89,M89,2,6,5,2,0,0,1,0,0,0,0,45,46,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0;
90,S90,2,3,6,0,0,0,2,1,0,0,0,43,44,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
91,S91,2,4,6,0,0,0,2,1,0,0,0,43,44,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
92,S92,2,3,6,0,0,2,0,0,0,1,0,45,46,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;
93,S93,2,5,6,0,0,2,0,0,0,1,0,45,46,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;
94,S94,2,3,6,0,2,0,0,0,1,0,0,47,48,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;
95,S95,2,6,6,0,2,0,0,0,1,0,0,47,48,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;
96,S96,2,3,6,1,0,0,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;
97,S97,2,7,6,1,0,0,0,0,0,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2;
98,G98,3,3,7,1,1,1,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
99,G99,3,8,7,0,2,0,2,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
100,G100,3,3,7,0,0,0,0,1,1,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
101,G101,3,3,7,0,0,3,0,0,1,1,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
102,G102,3,4,7,0,0,3,0,1,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
